row,snu1uid,statename,snu2,level4name,level5name,uid,uid_diff,psnuuid
674,GAfGnvcVZ6k,Plateau,Kanke,Plateau,pl Kanke,h4GiCPKLpaj,,h4GiCPKLpaj
675,GAfGnvcVZ6k,Plateau,Langtang South,Plateau,pl Langtang South,ol9Cy7ZHtmM,,ol9Cy7ZHtmM
676,GAfGnvcVZ6k,Plateau,Wase,Plateau,pl Wase,E7AUIdZIUma,,E7AUIdZIUma
677,GAfGnvcVZ6k,Plateau,Kanam,Plateau,pl Kanam,KW1MmI5AJ5C,,KW1MmI5AJ5C
678,GAfGnvcVZ6k,Plateau,Bokkos,Plateau,pl Bokkos,D1XE609n41l,,D1XE609n41l
679,GAfGnvcVZ6k,Plateau,Bassa,Plateau,pl Bassa,fRmH1IcpdA7,,fRmH1IcpdA7
680,GAfGnvcVZ6k,Plateau,Mangu,Plateau,pl Mangu,vnYPxzWEwMO,,vnYPxzWEwMO
681,GAfGnvcVZ6k,Plateau,Mikang,Plateau,pl Mikang,DU7QFC4eurr,,DU7QFC4eurr
682,SSqrxMy7RHB,Rivers,Ahoada East,Rivers,ri Ahoada East,GBwKRrWGuVY,,GBwKRrWGuVY
683,SSqrxMy7RHB,Rivers,Ogba/Egbema/Ndoni,Rivers,ri Ogba-Egbema-Ndoni,xZFseUogJWo,,xZFseUogJWo
684,SSqrxMy7RHB,Rivers,Andoni,Rivers,ri Andoni,pp8zV2OXmvU,,pp8zV2OXmvU
685,SSqrxMy7RHB,Rivers,Degema,Rivers,ri Degema,O9l6BemolrN,,O9l6BemolrN
686,SSqrxMy7RHB,Rivers,Ogu/Bolo,Rivers,ri Ogu-Bolo,wXnjvr9p2zU,,wXnjvr9p2zU
687,SSqrxMy7RHB,Rivers,Ahoada West,Rivers,ri Ahoada West,Nd9sbZcqorj,,Nd9sbZcqorj
688,SSqrxMy7RHB,Rivers,Oyigbo,Rivers,ri Oyigbo,I0tQo5iW5NZ,,I0tQo5iW5NZ
689,SSqrxMy7RHB,Rivers,Omumma,Rivers,ri Omumma,xdzbsxe1MQa,,xdzbsxe1MQa
690,SSqrxMy7RHB,Rivers,Akuku Toru,Rivers,ri Akuku Toru,gdQCMg31viH,,gdQCMg31viH
691,SSqrxMy7RHB,Rivers,Bonny,Rivers,ri Bonny,kyuGgrpjwZF,,kyuGgrpjwZF
692,SSqrxMy7RHB,Rivers,Abua/Odual,Rivers,ri Abua-Odual,ObllIYWxwRA,,ObllIYWxwRA
693,SSqrxMy7RHB,Rivers,Etche,Rivers,ri Etche,y5pPli7WP1V,,y5pPli7WP1V
694,SSqrxMy7RHB,Rivers,Port-Harcourt,Rivers,ri Port-Harcourt,y3iWYd0poWG,,y3iWYd0poWG
695,SSqrxMy7RHB,Rivers,Obio/Akpor,Rivers,ri Obio-Akpor,QUXP7f16K3Z,,QUXP7f16K3Z
696,SSqrxMy7RHB,Rivers,Ikwerre,Rivers,ri Ikwerre,SL33bchlaKT,,SL33bchlaKT
697,SSqrxMy7RHB,Rivers,Gokana,Rivers,ri Gokana,N0dXOBSVO7k,,N0dXOBSVO7k
698,SSqrxMy7RHB,Rivers,Khana,Rivers,ri Khana,sZumF7t54ek,,sZumF7t54ek
699,SSqrxMy7RHB,Rivers,Okrika,Rivers,ri Okrika,nNo5gV3to2B,,nNo5gV3to2B
700,SSqrxMy7RHB,Rivers,Asari-Toru,Rivers,ri Asari-Toru,SExBRzuDiYb,,SExBRzuDiYb
701,SSqrxMy7RHB,Rivers,Eleme,Rivers,ri Eleme,UdnUbXV7O9o,,UdnUbXV7O9o
702,SSqrxMy7RHB,Rivers,Opobo/Nkoro,Rivers,ri Opobo-Nkoro,RgaAXlRX33Y,,RgaAXlRX33Y
703,SSqrxMy7RHB,Rivers,Emuoha,Rivers,ri Emohua,UGwCX5IBQQj,,UGwCX5IBQQj
704,abbiqwv4nNw,Sokoto,Goronyo,Sokoto,so Goronyo,QW6ipnJ667p,,QW6ipnJ667p
705,abbiqwv4nNw,Sokoto,Bodinga,Sokoto,so Bodinga,mU4xLJkmJ1n,,mU4xLJkmJ1n
706,abbiqwv4nNw,Sokoto,Tangaza,Sokoto,so Tangaza,IXHQSYJ6zKL,,IXHQSYJ6zKL
707,abbiqwv4nNw,Sokoto,Sokoto North,Sokoto,so Sokoto North,c4XamXWAJm5,,c4XamXWAJm5
708,abbiqwv4nNw,Sokoto,Tambuwal,Sokoto,so Tambuwal,N0H1zZzTWGq,,N0H1zZzTWGq
709,abbiqwv4nNw,Sokoto,Gada,Sokoto,so Gada,OOozvPmus5h,,OOozvPmus5h
710,abbiqwv4nNw,Sokoto,Sabon Birni,Sokoto,so Sabo Birni,EcW5sxrn7Kx,,EcW5sxrn7Kx
711,abbiqwv4nNw,Sokoto,Binji,Sokoto,so Binji,JAbWcsjaThI,,JAbWcsjaThI
712,abbiqwv4nNw,Sokoto,Gwadabawa,Sokoto,so Gwadabawa,RQ3XEd1s9pT,,RQ3XEd1s9pT
713,abbiqwv4nNw,Sokoto,Rabah,Sokoto,so Rabah,L00lRsjGRNa,,L00lRsjGRNa
714,abbiqwv4nNw,Sokoto,Tureta,Sokoto,so Tureta,loFfnXvTMpH,,loFfnXvTMpH
715,abbiqwv4nNw,Sokoto,Isa,Sokoto,so Isa,VfF0gugE9nG,,VfF0gugE9nG
716,abbiqwv4nNw,Sokoto,Gudu,Sokoto,so Gudu,NPq76gDFefd,,NPq76gDFefd
717,abbiqwv4nNw,Sokoto,Sokoto South,Sokoto,so Sokoto South,wwWXkcdr5x5,,wwWXkcdr5x5
718,abbiqwv4nNw,Sokoto,Silame,Sokoto,so Silame,hBETnzuLuGS,,hBETnzuLuGS
719,abbiqwv4nNw,Sokoto,Shagari,Sokoto,so Shagari,UoqWfOPE4kb,,UoqWfOPE4kb
720,abbiqwv4nNw,Sokoto,Yabo,Sokoto,so Yabo,nLtWhDsKEsm,,nLtWhDsKEsm
721,abbiqwv4nNw,Sokoto,Dange-shuni,Sokoto,so Dange-shnsi,EFiZIMdk7CK,,EFiZIMdk7CK
722,abbiqwv4nNw,Sokoto,Kware,Sokoto,so Kware,kaz5efadUMl,,kaz5efadUMl
723,abbiqwv4nNw,Sokoto,Illela,Sokoto,so Illela,Ot1rO9XQIUx,,Ot1rO9XQIUx
724,abbiqwv4nNw,Sokoto,Wurno,Sokoto,so Wurno,DylD4aLFi5r,,DylD4aLFi5r
725,abbiqwv4nNw,Sokoto,Wamako,Sokoto,so Wamako,NiS8nFDiIJ6,,NiS8nFDiIJ6
726,abbiqwv4nNw,Sokoto,Kebbe,Sokoto,so Kebbe,dlGASWuvQ3Y,,dlGASWuvQ3Y
727,chS82SaWUb0,Taraba,Yorro,Taraba,ta Yorro,sOXGqHbV8Ji,,sOXGqHbV8Ji
728,chS82SaWUb0,Taraba,Gassol,Taraba,ta Gassol,rDwTrMp6vv2,,rDwTrMp6vv2
729,chS82SaWUb0,Taraba,Takum,Taraba,ta Takum,RVH0MzfkLrW,,RVH0MzfkLrW
730,chS82SaWUb0,Taraba,Zing,Taraba,ta Zing,Sn2IQYMF2pQ,,Sn2IQYMF2pQ
731,chS82SaWUb0,Taraba,Gashaka,Taraba,ta Gashaka,nb8lDm5Kxwr,,nb8lDm5Kxwr
732,chS82SaWUb0,Taraba,Bali,Taraba,ta Bali,lXfgXUKqsUm,,lXfgXUKqsUm
733,chS82SaWUb0,Taraba,Ardo-Kola,Taraba,ta Ardo-kola,H5GOeDtLBhH,,H5GOeDtLBhH
734,chS82SaWUb0,Taraba,Karim-Lamido,Taraba,ta Karin-Lamido,U2CLKBu9ujk,,U2CLKBu9ujk
735,chS82SaWUb0,Taraba,Kurmi,Taraba,ta Kurmi,brUuT9VMVFK,,brUuT9VMVFK
736,chS82SaWUb0,Taraba,Ussa,Taraba,ta Ussa,ItOKwnnX5uy,,ItOKwnnX5uy
737,chS82SaWUb0,Taraba,Ibi,Taraba,ta Ibi,F2Cl8Zfwmt8,,F2Cl8Zfwmt8
738,chS82SaWUb0,Taraba,Lau,Taraba,ta Lau,kLf49CxvV8q,,kLf49CxvV8q
739,chS82SaWUb0,Taraba,Jalingo,Taraba,ta Jalingo,SQwOj385pC9,,SQwOj385pC9
740,chS82SaWUb0,Taraba,Wukari,Taraba,ta Wukari,klGoPCX1HTv,,klGoPCX1HTv
741,chS82SaWUb0,Taraba,Donga,Taraba,ta Donga,aKSDHehzXnK,,aKSDHehzXnK
742,chS82SaWUb0,Taraba,Sardauna,Taraba,ta Sardauna,kK6VT8uaxyv,,kK6VT8uaxyv
743,j5uy1Add8lx,Yobe,Geidam,Yobe,yo Geidam,VdbX8KqjeJa,,VdbX8KqjeJa
744,j5uy1Add8lx,Yobe,Nangere,Yobe,yo Nangere,HIRvIJ4Phtk,,HIRvIJ4Phtk
745,j5uy1Add8lx,Yobe,Damaturu,Yobe,yo Damaturu,fhHfL7tA9l8,,fhHfL7tA9l8
746,j5uy1Add8lx,Yobe,Barde,Yobe,yo Bade,FLrj0Vb8jh2,,FLrj0Vb8jh2
747,j5uy1Add8lx,Yobe,Jakusko,Yobe,yo Jakusko,VND5WSq5w5Z,,VND5WSq5w5Z
748,j5uy1Add8lx,Yobe,Potiskum,Yobe,yo Potiskum,wXVrXNmb0Gl,,wXVrXNmb0Gl
749,j5uy1Add8lx,Yobe,Gujba,Yobe,yo Gujba,hMDFkMbJ3w6,,hMDFkMbJ3w6
750,j5uy1Add8lx,Yobe,Tarmua,Yobe,yo Tarmuwa,mYpTNEl06Rp,,mYpTNEl06Rp
751,j5uy1Add8lx,Yobe,Gulani,Yobe,yo Gulani,zrM1BT9UvRe,,zrM1BT9UvRe
752,j5uy1Add8lx,Yobe,Nguru,Yobe,yo Nguru,nw2xsoZj1Qf,,nw2xsoZj1Qf
753,j5uy1Add8lx,Yobe,Fune,Yobe,yo Fune,p7SAVi1RX6S,,p7SAVi1RX6S
754,WXvWYq7i2Az,Zamfara,Bakura,Zamfara,za Bakura,uW0EwEqDoz3,,uW0EwEqDoz3
755,j5uy1Add8lx,Yobe,Fika,Yobe,yo Fika,sUHLkFR6mEd,,sUHLkFR6mEd
756,j5uy1Add8lx,Yobe,Bursari,Yobe,yo Bursari,yMpsqMmo7oI,,yMpsqMmo7oI
757,j5uy1Add8lx,Yobe,Karasuwa,Yobe,yo Karasuwa,d8TsB5IWT3K,,d8TsB5IWT3K
758,j5uy1Add8lx,Yobe,Yusufari,Yobe,yo Yusufari,xwVots58cXd,,xwVots58cXd
759,j5uy1Add8lx,Yobe,Yunusari,Yobe,yo Yunusari,XGNY7RJSFaK,,XGNY7RJSFaK
760,j5uy1Add8lx,Yobe,Machina,Yobe,yo Machina,pEXfJwykmi5,,pEXfJwykmi5
761,WXvWYq7i2Az,Zamfara,Kauran Namoda,Zamfara,za Kaura Namoda,rZBbOn6W1wi,,rZBbOn6W1wi
762,WXvWYq7i2Az,Zamfara,Anka,Zamfara,za Anka,yPpyV8PRdT5,,yPpyV8PRdT5
763,WXvWYq7i2Az,Zamfara,Maru,Zamfara,za Maru,XZdFyxcLSxk,,XZdFyxcLSxk
764,WXvWYq7i2Az,Zamfara,Maradun,Zamfara,za Maradun,tO5pER5YEmw,,tO5pER5YEmw
765,WXvWYq7i2Az,Zamfara,Bungudu,Zamfara,za Bungudu,WQbcocy1CDP,,WQbcocy1CDP
766,WXvWYq7i2Az,Zamfara,Talata Mafara,Zamfara,za Talata Mafara,JncTzTWoM1A,,JncTzTWoM1A
767,WXvWYq7i2Az,Zamfara,Gummi,Zamfara,za Gummi,P36E1ppaM9q,,P36E1ppaM9q
768,WXvWYq7i2Az,Zamfara,Birnin Magaji/Kiyaw,Zamfara,za Birnin Magaji,xDEHgP4W3sw,,xDEHgP4W3sw
769,WXvWYq7i2Az,Zamfara,Gusau,Zamfara,za Gusau,R83C21BuCL5,,R83C21BuCL5
770,WXvWYq7i2Az,Zamfara,Shinkafi,Zamfara,za Shinkafi,AKMBCyOdsMJ,,AKMBCyOdsMJ
771,WXvWYq7i2Az,Zamfara,Zurmi,Zamfara,za Zurmi ,rktJXq6SLZh,,rktJXq6SLZh
772,WXvWYq7i2Az,Zamfara,Bukkuyum,Zamfara,za Bukkuyum,nMO6MfPJMqO,,nMO6MfPJMqO
773,pq7kECDgKc7,Cross River,Bakassi,Cross River,cr Bakassi,XZLfq0naEiG,,XZLfq0naEiG
774,pq7kECDgKc7,Cross River,Akpabuyo,Cross River,cr Akpabuyo,R40riAkajr9,,R40riAkajr9
